HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS
,020412,HC កន្ទឺ ២,HC Kantueu II,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020104,ឈើទាល,Chheu Teal,02010415,អន្លក់កោង,Anlok Kaong,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,អ៊ំ សំអាន,855 77661106,None,12.95686718,103.1452607,01/01/2006,https://maps.app.goo.gl/a9jG7T9ZPDHgqmb78?g_st=it,Operational
,020413,HC ស្នឹង,HC Snoeng ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020107,ស្នឹង,Snoeng,02010704,ស្នឹងកើត,Snoeng Kaeut,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ថូ ប៊ុនធឿន,855 92799680,None,12.96713567,103.0513205,01/01/2006,https://maps.app.goo.gl/3XmaQB95An1FPk4p8,Operational
,020414,HC តាគ្រាម,HC Ta Kream ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020108,តាគ្រាម,Ta Kream,02010802,តាគ្រាម,Ta Kream,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ភោគ គឹមយី,855 12737326,NA,13.05920572,103.0604006,04/07/2006,https://maps.app.goo.gl/VYpa2LaxzKxqY2Mo6,Operational
,020415,HC ភ្នំសំពៅ,HC Phnom Sampov ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020106,ភ្នំសំពៅ,Phnum Sampov,02010604,ភ្នំសំពៅលិច,Phnum Sampov Lech,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈាង គូ,855 89938987/855 66938987,None,13.02829921,103.0976844,01/01/2006,https://maps.app.goo.gl/ji85fPmjLaAsTMSC7?g_st=it,Operational
,020416,HC ស្តៅ,HC Sdao,02,បាត់ដំបង,Battambang,0207,រតនមណ្ឌល,Rotonak Mondol,0204,បាត់ដំបង,Battambang,020701,ស្ដៅ,Sdau,02070101,បាណង់,Banang,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,បឹង ម៉ៅ,855 12581654,None,12.88756181,102.9683815,01/01/2006,https://maps.app.goo.gl/oXVyJHoXi7VQA1vx5,Operational
,020417,HC ត្រែង,HC Treng ,02,បាត់ដំបង,Battambang,0207,រតនមណ្ឌល,Rotonak Mondol,0204,បាត់ដំបង,Battambang,020704,ត្រែង,Traeng,02070401,គីឡូ,Kilou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជិម សាម៉េត,855 12801909,None,12.83620033,102.9108406,01/01/2006,https://maps.app.goo.gl/AVAbuu7Gs6CPmSFz9?g_st=it,Operational
,020418,HC ផ្លូវមាស,HC Phlov Meas ,02,បាត់ដំបង,Battambang,0207,រតនមណ្ឌល,Rotonak Mondol,0204,បាត់ដំបង,Battambang,020703,ផ្លូវមាស,Phlov Meas,02070305,អូរត្រែង,Ou Traeng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ុត ពៅ,855 92601640/855 882040581,None,12.80866899,102.8924501,01/01/2006,https://maps.app.goo.gl/UkM8A1oyUp6Dg5J48,Operational
,020419,HC ឆករកា,HC Chhak Roka ,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0204,បាត់ដំបង,Battambang,020905,សំឡូត,Samlout,02090502,ឆករកា,Chhak Roka,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ង៉ុន សុផាត,855 93269097,None,12.57055992,102.7397152,01/01/2006,https://maps.app.goo.gl/aUn2YQYafjm71ozF8?g_st=it,Operational
,020420,HC ចំឡងកួយ,HC Chamlang Kuoy ,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0204,បាត់ដំបង,Battambang,020903,អូរសំរិល,Ou Samril,02090302,អូរសំរិលក្រោម,Ou Samril Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,កុល ខេមរា,855 92781341,None,12.713964,102.888144,01/01/2006,https://maps.app.goo.gl/SCa4X2XjuqS3sFTD9?g_st=it,Operational
,020421,HC តាសាញ,HC Ta Sanh,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0204,បាត់ដំបង,Battambang,020907,តាសាញ,Ta Sanh,02090701,អូរស្ងួត,Ou Snguot,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,នូវ យ៉ាន,855 12801909,None,12.63019932,102.8619502,01/01/2006,https://maps.app.goo.gl/CBwK7hVU7xHeUTJz8,Operational
,020422,HC ចែងមានជ័យ,HC Cheng Meanchey ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020105,ចែងមានជ័យ,Chaeng Mean Chey,02010506,ចង្ហូរស្វាយ,Changhour Svay,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហេង ធី,855 17412121,None,12.87253806,103.102917,01/01/2006,https://maps.app.goo.gl/umZZqbd8QueMNZyt6?g_st=it,Operational
,020423,HC កំពង់ល្ពៅ,HC Kampong Lpov ,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0204,បាត់ដំបង,Battambang,020902,កំពង់ល្ពៅ,Kampong Lpov,02090201,ស្វាយជ្រុំ,Svay Chrum,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,រដ្ធ នី,855 17433040,None,12.5459541,102.8605183,01/01/2006,https://maps.app.goo.gl/2fvV25FHTaBpG7z7A?g_st=it,Operational
,020424,HC បឹងរុន,HC Boeung Run ,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0204,បាត់ដំបង,Battambang,020905,សំឡូត,Samlout,02090506,បឹងរុន,Boeng Run,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជុំ ជួន,855 12498752,None,12.64459387,102.7776593,01/01/2006,https://maps.app.goo.gl/zEmamuoSCe25WUvr6?g_st=it,Operational
,020425,HC មានជ័យ,HC Mean Chey ,02,បាត់ដំបង,Battambang,0209,សំឡូត,Samlout,0205,បាត់ដំបង,Battambang,020906,មានជ័យ,Mean Chey,02090601,កំពង់ទួក,Kampong Touk,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,12.716408,102.853628,01/01/2020,https://maps.app.goo.gl/kDFTHy7MYiqdHqTu6?g_st=it,Operational
,020426,HC កន្ទឺ ១,HC Kantueu I ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020101,កន្ទឺ ១,Kantueu Muoy,02010101,ថ្មី,Thmei,BTB (Phone),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ុន ផល្លី,855 92974652,None,12.9568572,103.1452627,01/01/2020,https://maps.app.goo.gl/zwxeiNiennqVNFo36?g_st=it,Operational
,020427,HC សខេងកំពីងកំពួយ,HC Sorkheng Kampinhpuoy ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020108,តាគ្រាម,Ta Kream,02010810,អន្លង់ស្វាយ,Anlong Svay,BTB (Phone),HC,Health Center,មណ្ឌលសុខភាព,,ប៉ែន ណាវី,855 12202866/855 962972736,None,13.081352,102.936563,01/01/2020,https://maps.app.goo.gl/1xTARAe7SWqj1oiV7,Operational
,020428,HC រស្មីសង្ហា,HC Raksmey Songha ,02,បាត់ដំបង,Battambang,0207,រតនមណ្ឌល,Rotonak Mondol,0206,បាត់ដំបង,Battambang,020705,រស្មីសង្ហា,Reaksmei Songha,02070501,រស្មីសង្ហា,Reaksmei Songha,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,12.978665,102.850353,01/01/2020,https://maps.app.goo.gl/4iBbgK5FRHm2HRLNA,Operational
,020502,HC អន្លង់វិល,HC Anlong Vil,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020801,អន្លង់វិល,Anlong Vil,02080101,ច្រាបវាល,Chrab Veal,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,ម៉េង ឡូញ,855 769997777,None,13.08594193,103.2247238,01/01/2006,https://maps.app.goo.gl/9UdHknhYnmXspur66?g_st=atm,Operational
,020503,HC វត្តតាមិម,HC Vat Ta Muem ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020810,វត្ដតាមិម,Vaot Ta Muem,02081005,ស្លក្រាម,Sla Kram,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,តាក់ ណូ,855 12637302,None,13.03741137,103.2018019,01/01/2006,https://maps.app.goo.gl/QT2WjJMXDgsBuqKs7,Operational
,020504,HC កំពង់ព្រៀង,HC Kampong Preang ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020806,កំពង់ព្រៀង,Kampong Prieng,02080603,កាច់រទេះ,Kach Roteh,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សឹន ជីន,855 12248147,None,12.9524335,103.3448016,01/01/2006,https://maps.app.goo.gl/S8g18cuYC7BeL8kD7?g_st=it,Operational
,020505,HC កំពង់ព្រះ,HC Kampong Preah ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020805,កំពង់ព្រះ,Kampong Preah,02080504,កំពង់ព្រះ,Kampong Preah,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អឿន រស់,855 12371885,None,13.02914337,103.3023391,01/01/2006,https://maps.app.goo.gl/BYoBTAMPMUYtK2qE8,Operational
,020506,HC អូរដំបង ២,HC O Dambang II ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020809,អូរដំបង ២,Ou Dambang Pir,02080906,ទួលល្វៀង,Tuol Lvieng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គុល សំភន,855 78894524,None,13.03352733,103.265519,01/01/2006,https://maps.app.goo.gl/v82wf5hfwx7tDMip8?g_st=atm,Operational
,020508,HC អូរដំបង ១,HC O Dambang I ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020808,អូរដំបង ១,Ou Dambang Muoy,02080802,បោះពោធិ៍,Baoh Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ផ្លុង សាក់,855 12755 031,None,13.06370741,103.2081852,01/01/2006,https://maps.app.goo.gl/MJDsSJVhSSSKhYZC9,Operational
,020509,HC រាំងកេសី,HC Raing Kesei ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020807,រាំងកេសី,Reang Kesei,02080703,រាំងកេសី,Reang Kesei,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ប៉ុន រស្មី,855 81699916,None,12.96836723,103.2590975,01/01/2006,https://maps.app.goo.gl/o2K4BitxhRD4KgDM7,Operational
,020510,HC តាប៉ុន,HC Ta Pon ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020803,តាប៉ុន,Ta Pon,02080304,បាសែត,Basaet,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈាង គុណវុឌ្ឍី,855 99576160,None,13.11733898,103.2996552,01/01/2006,https://maps.app.goo.gl/ZPsjUhCbxc8bxZoEA?g_st=atm,Operational
,020512,HC សំរោងក្នុង,HC Samrong Knong ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020502,សំរោងក្នុង,Samraong Knong,02050202,កំពង់សំបួរ,Kampong Sambuor,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ធន ម៉ិ,855 12776584,thuonmek@gmail.com,13.13742022,103.2172555,01/01/2006,https://maps.app.goo.gl/uxA1Nhqh8ZXYVcUCA,Operational
,020513,HC ព្រែកហ្លួង,HC Prek Luong ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020504,ព្រែកហ្លួង,Preaek Luong,02050401,ព្រែកហ្លួង,Preaek Luong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ថៃ សាខន,855 16309028,None,13.15794498,103.2373415,01/01/2006,https://maps.app.goo.gl/ikHJaNogmMTBQaFy5?g_st=afm,Operational
,020514,HC ពាមឯក,HC Peam Ek ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020505,ពាមឯក,Peam Aek,02050501,ដូនទាវ,Doun Teav,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជីវ ជិនហ៊,855 888717006,chinhorchiv@gmail.com,13.15368075,103.2118565,01/01/2006,https://maps.app.goo.gl/QxAL57mwkxFJmKQM6,Operational
,020515,HC ព្រៃចាស់,HC Prey Chas ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020506,ព្រៃចាស់,Prey Chas,02050605,បាក់ព្រា,Bak Prea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,នី ហាក់,855 61662663,None,13.31392465,103.4026468,01/01/2006,https://maps.app.goo.gl/MDgU3rnQtmLGNmWV6?g_st=it,Operational
,020516,HC កោះជីវាំង,HC Koh Chivaing ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020507,កោះជីវាំង,Kaoh Chiveang,02050703,អន្លង់តាអួរ,Anlong Ta Uor,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សាន់ ឱសថ,855 99302904,santhavery@gmail.com,13.24050125,103.6606078,01/01/2006,https://maps.google.com/?cid=9264009965990828196&entry=gps&g_st=atm,Operational
,020517,RH មន្ទីរពេទ្យបង្អែករកា,RH Roka ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020804,រកា,Roka,02080404,រកា,Roka,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,អេង សំណាង,855 12893678,samnangeng@gmail.com,13.09281627,103.275114,01/01/2017,https://maps.app.goo.gl/5xFzUQZzCewQsQGGA?g_st=it,Operational
,020518,RH មន្ទីរពេទ្យបង្អែកឯកភ្នំ,RH Ekphnom ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020501,ព្រែកនរិន្ទ,Preaek Norint,02050104,ព្រែកនរិន្ទ,Preaek Norint,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,Unknown,NA,NA,13.16084575,103.2312047,01/01/2017,https://maps.app.goo.gl/9N7wEDVHBjkARgL76,Operational
,020519,HC ព្រែកនរិន្ទ,HC Prek Norin ,02,បាត់ដំបង,Battambang,0205,ឯកភ្នំ,Aek Phnum,0205,សង្កែ,Sangkae,020501,ព្រែកនរិន្ទ,Preaek Norint,02050104,ព្រែកនរិន្ទ,Preaek Norint,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សឿន ធិ,855 89448417,None,13.16089508,103.2312084,01/01/2020,https://maps.app.goo.gl/8cVjUr2WJfQG2X3AA,Operational
,200301,PH មន្ទីរពេទ្យខេត្តស្វាយរៀង,PH Svay Rieng ,20,ស្វាយរៀង,Svay Rieng,2006,ស្វាយរៀង,Svay Rieng,2003,ស្វាយរៀង,Svay Rieng,200601,ស្វាយរៀង,Svay Rieng,20060105,ស្រះវង់,Srah Vong,DPHI (GPS),PH,Provincial Hospital,មន្ទីរពេទ្យខេត្ត,CPA3,ចាន់ ដារ៉ា,855 977821677,None,11.08646797,105.802135,01/01/2006,https://maps.app.goo.gl/aN2RsZNoGe9sC2b3A?g_st=com.google.maps.preview.copy,Operational
,200302,HC ស្វាយរៀង,HC Svay Rieng ,20,ស្វាយរៀង,Svay Rieng,2006,ស្វាយរៀង,Svay Rieng,2003,ស្វាយរៀង,Svay Rieng,200601,ស្វាយរៀង,Svay Rieng,20060105,ស្រះវង់,Srah Vong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ប៊ិន សាវ៉េត,855 10 871 141,None,11.08645536,105.8020329,01/01/2006,https://maps.app.goo.gl/XoGCw4bawyFSu4HCA,Operational
,200303,HC បាសាក់,HC Bassac ,20,ស្វាយរៀង,Svay Rieng,2006,ស្វាយរៀង,Svay Rieng,2003,ស្វាយរៀង,Svay Rieng,200603,គយត្របែក,Koy Trabaek,20060302,តារាងបាល់,Tarang Bal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ឆេង សុភា,855​ 97 872 4849,None,11.06616891,105.8084902,01/01/2006,https://maps.app.goo.gl/Y99jYpgGFjGuYd6W7?g_st=it,Operational
,200305,HC ចេក,HC Chek ,20,ស្វាយរៀង,Svay Rieng,2006,ស្វាយរៀង,Svay Rieng,2003,ស្វាយរៀង,Svay Rieng,200605,ចេក,Chek,20060504,ទទា,Totea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ប៉ុក ស៊ីណារ៉ា,855 88 998 4659,None,11.11147661,105.7854275,01/01/2006,https://maps.app.goo.gl/tXXhBMvNdmgozBiZ6?g_st=com.google.maps.preview.copy,Operational
,200315,HC សង្ឃ័រ,HC Sangkhoar ,20,ស្វាយរៀង,Svay Rieng,2006,ស្វាយរៀង,Svay Rieng,2003,ស្វាយរៀង,Svay Rieng,200607,សង្ឃរ័,Sangkhoar,20060701,ថ្មី,Thmei,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,នាង សារ៉ាន់,855 11751644,None,11.08019885,105.8262806,01/01/2006,https://maps.app.goo.gl/2dpfB3i5ynJb3ejQA,Operational
,200109,HC ពពែត,HC Popet ,20,ស្វាយរៀង,Svay Rieng,2007,ស្វាយទាប,Svay Teab,2004,ស្វាយទាប,Svay Teap,200705,ពពែត,Popeaet,20070505,កំពោតម្រាក់,Kampout Mreak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ព្រុំ សំអុល,855 887447919,None,11.09454291,105.9993468,01/01/2015,https://maps.app.goo.gl/swui1WBwVWEaRpz57,Operational
,200314,HC កណ្តៀងរាយ,HC Kandieng Reay ,20,ស្វាយរៀង,Svay Rieng,2007,ស្វាយទាប,Svay Teab,2004,ស្វាយទាប,Svay Teap,200703,កណ្ដៀងរាយ,Kandieng Reay,20070301,ប្រសូតិ ទី១,Prasout Ti Muoy,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,វៀន សារ៉ា,855 972874748,None,11.0489799,105.9005854,01/01/2015,https://maps.app.goo.gl/E4LjeifWorxT1aG26,Operational
,200405,HC ស្វាយរំពារ,HC Svay Rumpea ,20,ស្វាយរៀង,Svay Rieng,2007,ស្វាយទាប,Svay Teab,2004,ស្វាយទាប,Svay Teap,200711,ស្វាយរំពារ,Svay Rumpear,20071105,កក់,Kak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ឆន សុភី,855 99933202,None,11.14618117,105.8968832,01/02/2015,https://maps.app.goo.gl/xA3WGUPXwzZSnGRAA,Operational
,200402,RH មន្ទីរពេទ្យ ស្វាយទាប,RH Svay Teap ,20,ស្វាយរៀង,Svay Rieng,2007,ស្វាយទាប,Svay Teab,2004,ស្វាយទាប,Svay Teap,200703,កណ្ដៀងរាយ,Kandieng Reay,20070301,ប្រសូតិ ទី១,Prasout Ti Muoy,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,CPA1,សរ សុខចំរើន,855 888877926,None,11.0489633,105.9005368,01/01/2015,https://maps.app.goo.gl/P2pWo5ELmT6gJpYj9,Operational
,200404,HC គគីរសោម,HC Kokir Soam ,20,ស្វាយរៀង,Svay Rieng,2007,ស្វាយទាប,Svay Teab,2004,ស្វាយទាប,Svay Teap,200702,គគីរសោម,Kokir Soam ,20070201,សង្គម,Sangkum,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,អាង សុគន្ធា,855 88 777 2587,NA,11.16211255,105.9491677,01/09/2022,https://maps.app.goo.gl/AcyJwD1NjG3Fi6is7,Operational
,200317,HC បាសាក់ថ្មី,HC New Basac ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200502,បាសាក់,Basac,20050201,សាលារៀន,Sala Rien,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,,,None,11.03006898,105.8185462,,,Pending
,200318,HC ចំបក់,HC Chambak ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200503,ចំបក់,Chambak,20050301,ថ្មី,Thmei,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,,,None,11.0610311,105.6935316,,,Pending
,200304,HC ចម្លង,HC Chamlang ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200504,កំពង់ចំឡង,Kampong Chamlang,20050404,តាជៃ,Ta Chey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ថន ម៉ាន្នី,855 88 875 4949,None,11.0657937,105.7443499,01/01/2006,https://maps.app.goo.gl/2V9txVqYJp1n9fj97?g_st=atm,Operational
,200306,HC ស្វាយជ្រុំ,HC Svay Chrum ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200514,ស្វាយជ្រំ,Svay Chrum,20051406,ស្វាយក្ងោ,Svay Kngao,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ប៉ែន​ ផាត,855 11655256,None,11.11948638,105.7132671,01/01/2006,https://me-qr.com/AXnaOPIT,Operational
,200307,HC តាសួស,HC Ta Suos ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200505,តាសួស,Ta Suos,20050504,ចំបក់កោង,Chambak Kaong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,តន់ សុម៉ាលី,855 313520444,None,11.09174431,105.7054243,01/01/2006,https://maps.app.goo.gl/msGARRA1NN9Boky76,Operational
,200308,HC គ្រួស,HC Kruos ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200511,គ្រួស,Kruos,20051110,ល្វា,Lvea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ម៉ឹង សុភានី,855 979992531,None,11.05927912,105.6688733,01/01/2006,https://me-qr.com/o7aWdIgG,Operational
,200309,HC ក្រោលគោ,HC Krol Ko ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200510,ក្រោលគោ,Kraol Kou,20051001,ធ្លក,Thlok,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ស្រី សុខគន្ធា,855 96 554 768,None,11.1503808,105.6221768,01/01/2006,https://maps.app.goo.gl/26qs6xNHotqheLS17,Operational
,200310,HC ស្វាយយា,HC Svay Yea ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200516,ស្វាយយា,Svay Yea,20051615,តាកោ,Ta Kao,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ស៊ីវ ចិន្តា,855 16 761 807,None,11.21968248,105.6369572,01/01/2006,https://maps.app.goo.gl/SDGJJf7iir1c6Nbt6?g_st=atm,Operational
,200311,HC ដូនស,HC Daun Sa ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200508,ដូនស,Doun Sa,20050807,ដូនស,Doun Sa,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,អ៊ុក រំចេក,855 88 596 0124,None,11.22559907,105.7230922,01/01/2006,https://me-qr.com/xSZTu6XJ,Operational
,200312,HC ស្វាយធំ,HC Svay Thum ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200515,ស្វាយធំ,Svay Thum,20051501,ស្វាយចេក,Svay Chek,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,គង់ ចំរើន,855 974547886,None,11.06749776,105.6156734,01/01/2006,https://me-qr.com/vOJIpf4g,Operational
,200313,HC ស្វាយអង្គ,HC Svay Ang ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200501,អង្គតាសូ,Angk Ta Sou,20050101,ចែងម៉ែង,Chaeng Maeng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ទី សារុំ,855 976882713,None,11.2050472,105.7063178,01/01/2006,https://me-qr.com/0kQQG6OT,Operational
,200316,RH មន្ទីរពេទ្យបង្អែកស្វាយជ្រុំ,RH Svay Chrum ,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200514,ស្វាយជ្រំ,Svay Chrum,20051406,ស្វាយក្ងោ,Svay Kngao,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,CPA1,ប៊ី ដាវី,855 889877700,None,11.12016737,105.713511,01/02/2015,https://me-qr.com/AXnaOPIT,Operational
,200324,HC មិត្តភាពកម្ពុជា-កូរ៉េឈើទាល,HC Cambodia - Korea Chheuoteal,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200507,ឈើទាល,Chheu Teal,20050706,សង្កែ,Sangkae,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ផាន សុវណ្ណា,855 69 664 547,None,11.09491103,105.6462346,01/01/2021,https://maps.app.goo.gl/okwPRxHhtUzrMNKU6?g_st=it,Operational
,200113,HC ម៉ឺនជ័យ,HC Meun Chey ,20,ស្វាយរៀង,Svay Rieng,2003,រំដួល,Rumduol,2004,ស្វាយទាប,Svay Teap,200306,ម៉ឺនជ័យ,Meun Chey ,20030610,វាល,Veal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,វុត្ថា សុវណ្ណឬទ្ធិថៃ,855 31512 5123,None,11.22778461,105.7533794,31/12/2015,https://maps.app.goo.gl/kvp2SdU3c2QJhj8Y9,Operational
